-300 -300 180 
-250 -300 180 
-250 -250 180 
-300 -250 180 
-300 -300 180 
-300 -250 180 
-250 -250 180 
-250 -200 180 
-300 -200 180 
-300 -250 180 
-300 -200 180 
-250 -200 180 
-250 -150 180 
-300 -150 180 
-300 -200 180 
-300 -150 180 
-250 -150 180 
-250 -100 180 
-300 -100 180 
-300 -150 180 
-300 -100 180 
-250 -100 180 
-250 -50 180 
-300 -50 180 
-300 -100 180 
-300 -50 180 
-250 -50 180 
-250 0 180 
-300 0 180 
-300 -50 180 
-300 0 180 
-250 0 180 
-250 50 180 
-300 50 180 
-300 0 180 
-300 50 180 
-250 50 180 
-250 100 180 
-300 100 180 
-300 50 180 
-300 100 180 
-250 100 180 
-250 150 180 
-300 150 180 
-300 100 180 
-300 150 180 
-250 150 180 
-250 200 180 
-300 200 180 
-300 150 180 
-300 200 180 
-250 200 180 
-250 250 180 
-300 250 180 
-300 200 180 
-300 250 180 
-250 250 180 
-250 300 180 
-300 300 180 
-300 250 180 
-250 -300 180 
-200 -300 180 
-200 -250 180 
-250 -250 180 
-250 -300 180 
-250 -250 180 
-200 -250 180 
-200 -200 180 
-250 -200 180 
-250 -250 180 
-250 -200 180 
-200 -200 180 
-200 -150 180 
-250 -150 180 
-250 -200 180 
-250 -150 180 
-200 -150 180 
-200 -100 180 
-250 -100 180 
-250 -150 180 
-250 -100 180 
-200 -100 180 
-200 -50 180 
-250 -50 180 
-250 -100 180 
-250 -50 180 
-200 -50 180 
-200 0 180 
-250 0 180 
-250 -50 180 
-250 0 180 
-200 0 180 
-200 50 180 
-250 50 180 
-250 0 180 
-250 50 180 
-200 50 180 
-200 100 180 
-250 100 180 
-250 50 180 
-250 100 180 
-200 100 180 
-200 150 180 
-250 150 180 
-250 100 180 
-250 150 180 
-200 150 180 
-200 200 180 
-250 200 180 
-250 150 180 
-250 200 180 
-200 200 180 
-200 250 180 
-250 250 180 
-250 200 180 
-250 250 180 
-200 250 180 
-200 300 180 
-250 300 180 
-250 250 180 
-200 -300 180 
-150 -300 180 
-150 -250 180 
-200 -250 180 
-200 -300 180 
-200 -250 180 
-150 -250 180 
-150 -200 180 
-200 -200 180 
-200 -250 180 
-200 -200 180 
-150 -200 180 
-150 -150 180 
-200 -150 180 
-200 -200 180 
-200 -150 180 
-150 -150 180 
-150 -100 180 
-200 -100 180 
-200 -150 180 
-200 -100 180 
-150 -100 180 
-150 -50 180 
-200 -50 180 
-200 -100 180 
-200 -50 180 
-150 -50 180 
-150 0 180 
-200 0 180 
-200 -50 180 
-200 0 180 
-150 0 180 
-150 50 180 
-200 50 180 
-200 0 180 
-200 50 180 
-150 50 180 
-150 100 180 
-200 100 180 
-200 50 180 
-200 100 180 
-150 100 180 
-150 150 180 
-200 150 180 
-200 100 180 
-200 150 180 
-150 150 180 
-150 200 180 
-200 200 180 
-200 150 180 
-200 200 180 
-150 200 180 
-150 250 180 
-200 250 180 
-200 200 180 
-200 250 180 
-150 250 180 
-150 300 180 
-200 300 180 
-200 250 180 
-150 -300 180 
-100 -300 180 
-100 -250 180 
-150 -250 180 
-150 -300 180 
-150 -250 180 
-100 -250 180 
-100 -200 180 
-150 -200 180 
-150 -250 180 
-150 -200 180 
-100 -200 180 
-100 -150 180 
-150 -150 180 
-150 -200 180 
-150 -150 180 
-100 -150 180 
-100 -100 180 
-150 -100 180 
-150 -150 180 
-150 -100 180 
-100 -100 180 
-100 -50 180 
-150 -50 180 
-150 -100 180 
-150 -50 180 
-100 -50 180 
-100 0 180 
-150 0 180 
-150 -50 180 
-150 0 180 
-100 0 180 
-100 50 180 
-150 50 180 
-150 0 180 
-150 50 180 
-100 50 180 
-100 100 180 
-150 100 180 
-150 50 180 
-150 100 180 
-100 100 180 
-100 150 180 
-150 150 180 
-150 100 180 
-150 150 180 
-100 150 180 
-100 200 180 
-150 200 180 
-150 150 180 
-150 200 180 
-100 200 180 
-100 250 180 
-150 250 180 
-150 200 180 
-150 250 180 
-100 250 180 
-100 300 180 
-150 300 180 
-150 250 180 
-100 -300 180 
-50 -300 180 
-50 -250 180 
-100 -250 180 
-100 -300 180 
-100 -250 180 
-50 -250 180 
-50 -200 180 
-100 -200 180 
-100 -250 180 
-100 -200 180 
-50 -200 180 
-50 -150 180 
-100 -150 180 
-100 -200 180 
-100 -150 180 
-50 -150 180 
-50 -100 180 
-100 -100 180 
-100 -150 180 
-100 -100 180 
-50 -100 180 
-50 -50 180 
-100 -50 180 
-100 -100 180 
-100 -50 180 
-50 -50 180 
-50 0 180 
-100 0 180 
-100 -50 180 
-100 0 180 
-50 0 180 
-50 50 180 
-100 50 180 
-100 0 180 
-100 50 180 
-50 50 180 
-50 100 180 
-100 100 180 
-100 50 180 
-100 100 180 
-50 100 180 
-50 150 180 
-100 150 180 
-100 100 180 
-100 150 180 
-50 150 180 
-50 200 180 
-100 200 180 
-100 150 180 
-100 200 180 
-50 200 180 
-50 250 180 
-100 250 180 
-100 200 180 
-100 250 180 
-50 250 180 
-50 300 180 
-100 300 180 
-100 250 180 
-50 -300 180 
0 -300 180 
0 -250 180 
-50 -250 180 
-50 -300 180 
-50 -250 180 
0 -250 180 
0 -200 180 
-50 -200 180 
-50 -250 180 
-50 -200 180 
0 -200 180 
0 -150 180 
-50 -150 180 
-50 -200 180 
-50 -150 180 
0 -150 180 
0 -100 180 
-50 -100 180 
