-30 20 0 
-30 40 0 
-10 40 0 
-10 20 0 
#

-30 20 0 
-30 30 17.3205 
-10 30 17.3205 
-10 20 0 
#

-30 20 0 
-30 10 17.3205 
-10 10 17.3205 
-10 20 0 
#

-30 20 0 
-30 0 2.4493e-15 
-10 0 2.4493e-15 
-10 20 0 
#

-30 20 0 
-30 10 -17.3205 
-10 10 -17.3205 
-10 20 0 
#

-30 20 0 
-30 30 -17.3205 
-10 30 -17.3205 
-10 20 0 
#

-30 20 0 
-30 40 -4.89858e-15 
-10 40 -4.89858e-15 
-10 20 0 
#

